Reservoir_name,Basin,subbasin,Agency_name,Lat,Long,Date,Year,Month,Full_reservoir_level,Live_capacity_FRL,Storage,Level
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-08-29,2019,8,830,2.615,2.19,819.65
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-08-02,2019,8,830,2.615,0.905,780.45
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-08-08,2019,8,830,2.615,1.217,791.45
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-08-11,2019,8,830,2.615,1.416,797.85
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-08-12,2019,8,830,2.615,1.461,799.2
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-08-18,2019,8,830,2.615,1.815,809.6
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-08-30,2019,8,830,2.615,2.214,820.25
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-08-05,2019,8,830,2.615,1.105,787.65
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-08-06,2019,8,830,2.615,1.105,787.65
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-08-16,2019,8,830,2.615,1.716,806.85
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-08-20,2019,8,830,2.615,1.99,814.4
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-08-22,2019,8,830,2.615,,
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-08-28,2019,8,830,2.615,2.166,819.0
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-08-31,2019,8,830,2.615,2.238,820.8
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-08-01,2019,8,830,2.615,,
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-08-15,2019,8,830,2.615,1.647,804.85
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-08-17,2019,8,830,2.615,1.772,808.4
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-08-21,2019,8,830,2.615,2.008,814.95
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-08-23,2019,8,830,2.615,2.039,815.7
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-08-27,2019,8,830,2.615,2.141,818.35
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-08-04,2019,8,830,2.615,1.05,785.7
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-08-13,2019,8,830,2.615,1.517,800.8
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-08-14,2019,8,830,2.615,1.58,802.8
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-08-19,2019,8,830,2.615,1.945,813.25
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-08-25,2019,8,830,2.615,2.069,816.5
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-08-26,2019,8,830,2.615,2.1,817.35
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-09-01,2019,9,830,2.615,2.275,821.75
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-09-07,2019,9,830,2.615,2.44,825.7
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-09-11,2019,9,830,2.615,,
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-09-22,2019,9,830,2.615,2.525,827.7
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-09-26,2019,9,830,2.615,2.529,827.8
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-09-27,2019,9,830,2.615,2.525,827.7
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-09-30,2019,9,830,2.615,2.52,827.65
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-09-10,2019,9,830,2.615,2.473,826.0
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-09-14,2019,9,830,2.615,2.486,826.75
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-09-20,2019,9,830,2.615,2.516,827.55
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-09-24,2019,9,830,2.615,2.52,827.65
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-09-28,2019,9,830,2.615,2.529,827.8
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-09-06,2019,9,830,2.615,2.435,825.6
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-09-08,2019,9,830,2.615,2.444,825.85
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-09-09,2019,9,830,2.615,2.473,826.0
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-09-13,2019,9,830,2.615,2.478,826.6
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-09-17,2019,9,830,2.615,2.503,827.2
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-09-21,2019,9,830,2.615,2.525,827.7
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-09-29,2019,9,830,2.615,2.52,827.65
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-09-03,2019,9,830,2.615,2.34,823.3
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-09-04,2019,9,830,2.615,2.373,824.1
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-09-05,2019,9,830,2.615,2.402,824.85
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-09-12,2019,9,830,2.615,,
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-09-15,2019,9,830,2.615,2.491,826.95
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-09-18,2019,9,830,2.615,,
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-09-02,2019,9,830,2.615,2.311,822.6
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-09-16,2019,9,830,2.615,2.499,827.15
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-09-19,2019,9,830,2.615,,
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-09-23,2019,9,830,2.615,2.52,827.65
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-09-25,2019,9,830,2.615,2.525,827.7
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-10-04,2019,10,830,2.615,2.525,827.75
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-10-12,2019,10,830,2.615,2.516,827.5
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-10-17,2019,10,830,2.615,2.508,827.3
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-10-18,2019,10,830,2.615,2.503,827.27
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-10-24,2019,10,830,2.615,2.486,826.74
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-10-29,2019,10,830,2.615,2.461,826.24
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-10-11,2019,10,830,2.615,2.556,827.55
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-10-16,2019,10,830,2.615,2.508,827.36
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-10-19,2019,10,830,2.615,2.499,827.18
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-10-22,2019,10,830,2.615,2.495,826.98
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-10-23,2019,10,830,2.615,2.491,829.9
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-10-01,2019,10,830,2.615,2.512,827.4
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-10-08,2019,10,830,2.615,2.525,827.75
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-10-09,2019,10,830,2.615,2.52,827.65
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-10-13,2019,10,830,2.615,2.512,827.45
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-10-25,2019,10,830,2.615,2.474,826.58
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-10-28,2019,10,830,2.615,2.48,826.25
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-10-03,2019,10,830,2.615,,
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-10-05,2019,10,830,2.615,2.533,827.95
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-10-06,2019,10,830,2.615,2.529,829.85
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-10-10,2019,10,830,2.615,2.52,827.6
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-10-14,2019,10,830,2.615,2.512,827.45
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-10-15,2019,10,830,2.615,2.512,827.4
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-10-20,2019,10,830,2.615,2.499,827.11
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-10-27,2019,10,830,2.615,,
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-10-02,2019,10,830,2.615,,
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-10-07,2019,10,830,2.615,2.529,827.85
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-10-21,2019,10,830,2.615,2.495,827.06
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-10-26,2019,10,830,2.615,2.478,826.52
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-10-30,2019,10,830,2.615,2.456,826.14
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-10-31,2019,10,830,2.615,2.473,826.03
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-11-07,2019,11,830,2.615,2.419,825.25
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-11-20,2019,11,830,2.615,2.324,822.98
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-11-24,2019,11,830,2.615,2.295,822.28
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-11-26,2019,11,830,2.615,2.279,821.81
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-11-27,2019,11,830,2.615,2.266,821.58
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-11-29,2019,11,830,2.615,2.254,821.19
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-11-05,2019,11,830,2.615,2.427,825.41
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-11-06,2019,11,830,2.615,2.419,825.29
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-11-09,2019,11,830,2.615,2.406,824.92
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-11-12,2019,11,830,2.615,2.386,824.45
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-11-13,2019,11,830,2.615,2.423,824.3
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-11-22,2019,11,830,2.615,2.311,822.64
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-11-30,2019,11,830,2.615,2.242,820.91
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-11-08,2019,11,830,2.615,2.411,825.03
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-11-15,2019,11,830,2.615,2.365,823.98
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-11-23,2019,11,830,2.615,2.303,822.44
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-11-28,2019,11,830,2.615,2.254,821.19
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-11-10,2019,11,830,2.615,2.398,824.76
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-11-11,2019,11,830,2.615,2.394,824.6
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-11-14,2019,11,830,2.615,2.373,824.14
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-11-16,2019,11,830,2.615,2.357,823.79
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-11-17,2019,11,830,2.615,2.353,823.61
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-11-18,2019,11,830,2.615,2.344,823.42
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-11-21,2019,11,830,2.615,2.32,822.82
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-11-25,2019,11,830,2.615,2.287,822.06
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-11-01,2019,11,830,2.615,2.448,825.9
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-11-02,2019,11,830,2.615,2.44,825.76
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-11-03,2019,11,830,2.615,2.435,825.66
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-11-04,2019,11,830,2.615,2.432,825.55
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-11-19,2019,11,830,2.615,2.336,823.23
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-12-01,2019,12,830,2.615,2.23,820.68
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-12-04,2019,12,830,2.615,2.21,820.11
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-12-15,2019,12,830,2.615,2.084,816.97
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-12-19,2019,12,830,2.615,,
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-12-21,2019,12,830,2.615,2.042,815.78
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-12-24,2019,12,830,2.615,2.008,814.95
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-12-27,2019,12,830,2.615,1.979,814.1
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-12-29,2019,12,830,2.615,,
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-12-05,2019,12,830,2.615,2.198,819.87
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-12-16,2019,12,830,2.615,2.077,816.76
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-12-20,2019,12,830,2.615,2.046,815.9
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-12-22,2019,12,830,2.615,2.031,815.52
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-12-23,2019,12,830,2.615,2.02,815.19
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-12-26,2019,12,830,2.615,1.99,814.45
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-12-03,2019,12,830,2.615,2.218,820.31
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-12-14,2019,12,830,2.615,2.092,817.1
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-12-18,2019,12,830,2.615,2.058,816.27
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-12-02,2019,12,830,2.615,2.222,820.46
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-12-11,2019,12,830,2.615,2.119,817.86
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-12-12,2019,12,830,2.615,2.111,817.69
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-12-17,2019,12,830,2.615,2.069,816.56
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-12-25,2019,12,830,2.615,2.001,814.73
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-12-28,2019,12,830,2.615,1.964,813.74
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-12-30,2019,12,830,2.615,1.964,813.74
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-12-31,2019,12,830,2.615,1.964,813.74
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-12-06,2019,12,830,2.615,2.186,819.55
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-12-07,2019,12,830,2.615,2.174,819.25
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-12-08,2019,12,830,2.615,2.162,818.97
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-12-09,2019,12,830,2.615,2.147,818.57
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-12-10,2019,12,830,2.615,2.135,818.24
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2019-12-13,2019,12,830,2.615,2.1,817.34
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-01-05,2020,1,830,2.615,1.869,811.12
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-01-11,2020,1,830,2.615,1.793,809.05
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-01-16,2020,1,830,2.615,1.744,807.64
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-01-17,2020,1,830,2.615,1.716,806.85
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-01-21,2020,1,830,2.615,1.667,805.44
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-01-26,2020,1,830,2.615,1.603,803.53
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-01-01,2020,1,830,2.615,1.916,812.47
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-01-08,2020,1,830,2.615,1.833,810.15
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-01-13,2020,1,830,2.615,1.772,808.4
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-01-14,2020,1,830,2.615,1.7487,808.0
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-01-19,2020,1,830,2.615,1.695,806.25
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-01-29,2020,1,830,2.615,1.56,802.2
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-01-30,2020,1,830,2.615,1.55,801.9
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-01-31,2020,1,830,2.615,1.533,801.4
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-01-02,2020,1,830,2.615,1.905,812.08
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-01-09,2020,1,830,2.615,1.822,809.8
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-01-20,2020,1,830,2.615,1.682,805.85
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-01-25,2020,1,830,2.615,1.617,803.92
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-01-06,2020,1,830,2.615,1.858,810.79
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-01-15,2020,1,830,2.615,1.748,807.76
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-01-18,2020,1,830,2.615,1.706,806.5
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-01-22,2020,1,830,2.615,1.654,805.05
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-01-24,2020,1,830,2.615,1.627,804.26
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-01-27,2020,1,830,2.615,1.593,803.18
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-01-28,2020,1,830,2.615,1.57,802.57
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-01-03,2020,1,830,2.615,1.89,811.78
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-01-04,2020,1,830,2.615,1.879,811.43
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-01-07,2020,1,830,2.615,1.84,810.37
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-01-10,2020,1,830,2.615,1.808,809.4
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-01-12,2020,1,830,2.615,1.783,808.77
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-01-23,2020,1,830,2.615,1.641,804.63
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-02-04,2020,2,830,2.615,1.471,799.52
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-02-11,2020,2,830,2.615,1.365,796.24
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-02-17,2020,2,830,2.615,1.272,793.26
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-02-01,2020,2,830,2.615,1.514,800.85
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-02-08,2020,2,830,2.615,1.413,797.77
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-02-14,2020,2,830,2.615,1.319,794.69
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-02-20,2020,2,830,2.615,1.233,791.9
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-02-23,2020,2,830,2.615,1.187,790.49
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-02-25,2020,2,830,2.615,1.158,789.46
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-02-27,2020,2,830,2.615,1.131,788.57
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-02-07,2020,2,830,2.615,1.426,798.17
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-02-10,2020,2,830,2.615,1.384,796.8
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-02-13,2020,2,830,2.615,1.334,795.25
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-02-26,2020,2,830,2.615,1.137,788.75
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-02-12,2020,2,830,2.615,1.353,795.78
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-02-18,2020,2,830,2.615,1.26,792.87
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-02-19,2020,2,830,2.615,1.245,792.37
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-02-21,2020,2,830,2.615,1.22,791.5
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-02-22,2020,2,830,2.615,1.202,790.98
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-02-24,2020,2,830,2.615,1.173,789.97
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-02-28,2020,2,830,2.615,1.117,788.04
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-02-02,2020,2,830,2.615,1.5,800.45
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-02-03,2020,2,830,2.615,1.487,800.0
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-02-05,2020,2,830,2.615,1.458,799.15
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-02-06,2020,2,830,2.615,1.439,798.58
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-02-09,2020,2,830,2.615,1.397,797.29
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-02-15,2020,2,830,2.615,1.3,794.16
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-02-16,2020,2,830,2.615,1.288,793.74
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-02-29,2020,2,830,2.615,1.099,787.53
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-03-10,2020,3,830,2.615,,
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-03-12,2020,3,830,2.615,0.916,780.97
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-03-19,2020,3,830,2.615,0.859,778.88
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-03-24,2020,3,830,2.615,0.809,776.9
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-03-26,2020,3,830,2.615,0.796,776.41
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-03-30,2020,3,830,2.615,0.775,775.58
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-03-31,2020,3,830,2.615,0.767,775.36
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-03-01,2020,3,830,2.615,1.082,786.79
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-03-03,2020,3,830,2.615,1.056,785.95
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-03-17,2020,3,830,2.615,0.881,779.68
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-03-20,2020,3,830,2.615,0.849,778.42
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-03-22,2020,3,830,2.615,,
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-03-25,2020,3,830,2.615,0.796,776.4
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-03-28,2020,3,830,2.615,0.775,775.62
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-03-09,2020,3,830,2.615,0.972,782.95
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-03-11,2020,3,830,2.615,0.947,782.02
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-03-13,2020,3,830,2.615,0.908,780.68
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-03-16,2020,3,830,2.615,0.897,780.25
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-03-23,2020,3,830,2.615,0.816,777.27
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-03-04,2020,3,830,2.615,1.042,785.46
Tehri Reservoir,Ganga Basin,,CWC,30.43921006,78.45546181,2020-03-07,2020,3,830,2.615,1.002,784.05
