State,District,Date,Year,Month,Avg_rainfall,Agency_name
Uttarakhand,Rudra Prayag,2023-05-08,2023,05,1.2408649776,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-05-09,2023,05,1.158678384,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-05-13,2023,05,2.0104177426,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-05-22,2023,05,4.4728920681,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-05-30,2023,05,3.5665253939,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-06-01,2023,06,16.4824803441,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-06-02,2023,06,2.6990793724,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-06-03,2023,06,0.0084578995,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-06-23,2023,06,0.9624465964,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-07-02,2023,07,8.1001590402,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-07-07,2023,07,5.1160175837,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-07-11,2023,07,56.0879558052,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-07-15,2023,07,3.6311695527,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-07-22,2023,07,30.5249242878,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-07-25,2023,07,11.6149408134,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-08-01,2023,08,4.3844472939,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-08-05,2023,08,11.8887512732,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-08-08,2023,08,9.2569397889,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-08-13,2023,08,1.1738646104,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-08-18,2023,08,34.2215213429,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-08-31,2023,08,0.3510248184,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-09-02,2023,09,4.91202e-05,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-09-04,2023,09,5.7145555449,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-09-06,2023,09,6.7824742561,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-09-08,2023,09,4.6064369378,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-09-14,2023,09,0.0006141974,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-09-23,2023,09,2.3906686159,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-09-28,2023,09,0,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-09-30,2023,09,0.0643262259,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-10-01,2023,10,0.3977521219,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-10-13,2023,10,0,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-10-17,2023,10,7.82281741,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-10-26,2023,10,0.1803130961,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-10-27,2023,10,0.0043347602,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-10-29,2023,10,0,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-11-02,2023,11,0,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-11-07,2023,11,0,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-11-10,2023,11,0,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-11-16,2023,11,0,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-11-18,2023,11,0,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-11-27,2023,11,0,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-11-30,2023,11,0,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-12-13,2023,12,0.046362049,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-12-18,2023,12,0,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-12-19,2023,12,0,NRSC VIC MODEL
Uttarakhand,Rudra Prayag,2023-12-30,2023,12,0,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-01-07,2023,01,0,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-01-13,2023,01,0.6976430182,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-01-28,2023,01,0,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-01-31,2023,01,10.8420954711,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-02-08,2023,02,0,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-02-17,2023,02,0.0211475747,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-02-21,2023,02,0,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-03-05,2023,03,0,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-03-15,2023,03,1.9168554327,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-03-21,2023,03,16.5632998793,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-03-30,2023,03,0,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-04-09,2023,04,0.1317912477,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-04-11,2023,04,0.1025028832,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-04-12,2023,04,0.0278569901,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-04-20,2023,04,31.4582809535,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-04-22,2023,04,0.1018144104,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-04-27,2023,04,0.3140006845,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-05-02,2023,05,11.6245622284,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-05-05,2023,05,2.0456121563,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-05-09,2023,05,1.7495568939,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-05-13,2023,05,0.5942877944,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-05-15,2023,05,0.7164837496,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-05-23,2023,05,1.7014693392,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-05-29,2023,05,0.0089665971,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-06-02,2023,06,6.3882273301,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-06-07,2023,06,1.1221291724,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-06-10,2023,06,0.2789707889,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-06-15,2023,06,1.5894168719,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-06-17,2023,06,0.2425422609,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-06-25,2023,06,21.1231128668,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-06-27,2023,06,14.7338497347,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-07-03,2023,07,4.8852615097,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-07-04,2023,07,12.618547164,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-07-19,2023,07,20.8309870804,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-07-22,2023,07,32.7321235772,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-07-30,2023,07,1.9131551138,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-08-04,2023,08,22.7143496287,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-08-19,2023,08,14.6003534273,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-09-03,2023,09,0.0051773915,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-09-17,2023,09,2.677793968,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-09-21,2023,09,1.826348384,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-09-23,2023,09,2.3470121717,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-09-24,2023,09,0.4820831145,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-09-25,2023,09,0.001669471,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-09-28,2023,09,0.0001316874,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-10-07,2023,10,0,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-10-23,2023,10,0,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-10-25,2023,10,0,NRSC VIC MODEL
Uttarakhand,Tehri Garhwal,2023-11-01,2023,11,0.0260790746,NRSC VIC MODEL
