State,District,Date,Year,Month,Avg_rainfall,Agency_name
Uttarakhand,Bageshwar,2020-12-06,2020,12,0,NRSC VIC MODEL
Uttarakhand,Bageshwar,2020-12-07,2020,12,0,NRSC VIC MODEL
Uttarakhand,Bageshwar,2020-12-12,2020,12,0,NRSC VIC MODEL
Uttarakhand,Bageshwar,2020-12-18,2020,12,0,NRSC VIC MODEL
Uttarakhand,Bageshwar,2020-12-19,2020,12,0,NRSC VIC MODEL
Uttarakhand,Bageshwar,2020-12-21,2020,12,0,NRSC VIC MODEL
Uttarakhand,Bageshwar,2020-12-23,2020,12,0,NRSC VIC MODEL
Uttarakhand,Bageshwar,2020-12-26,2020,12,0,NRSC VIC MODEL
Uttarakhand,Bageshwar,2020-12-29,2020,12,0,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-01-03,2020,01,3.852035665,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-01-07,2020,01,7.164109348,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-01-09,2020,01,0,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-01-11,2020,01,0,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-01-14,2020,01,3.012024497,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-01-16,2020,01,4.061623419,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-02-03,2020,02,0.081987158,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-02-04,2020,02,1.354080858,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-02-09,2020,02,0,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-02-10,2020,02,0,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-02-12,2020,02,0,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-02-26,2020,02,0,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-03-08,2020,03,0,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-03-09,2020,03,0,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-03-10,2020,03,0.006092905,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-03-16,2020,03,0,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-03-23,2020,03,0.867849381,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-03-30,2020,03,0.1736801,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-04-06,2020,04,1.637273349,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-04-15,2020,04,6.688590633,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-04-16,2020,04,5.577960606,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-04-22,2020,04,1.639545856,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-04-28,2020,04,1.412230506,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-05-03,2020,05,24.63854613,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-05-06,2020,05,5.987073125,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-05-12,2020,05,3.7138822,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-05-15,2020,05,9.274183249,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-05-16,2020,05,0.090151855,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-05-21,2020,05,4.592474961,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-05-22,2020,05,5.211556253,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-05-23,2020,05,3.92601802,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-05-30,2020,05,1.1450068,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-06-01,2020,06,0.140044953,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-06-02,2020,06,0.833625696,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-06-06,2020,06,3.313165711,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-06-07,2020,06,0.529344475,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-06-10,2020,06,2.130305337,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-06-11,2020,06,10.35882913,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-06-12,2020,06,8.700358188,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-06-13,2020,06,9.820983164,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-06-14,2020,06,0.210921321,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-06-19,2020,06,8.598044338,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-06-20,2020,06,5.128824066,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-06-23,2020,06,3.622230083,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-06-25,2020,06,2.930802778,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-07-11,2020,07,2.20870003,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-07-21,2020,07,4.244539831,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-07-23,2020,07,0.394939967,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-07-28,2020,07,6.915722278,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-07-29,2020,07,5.1511375,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-08-02,2020,08,3.296921367,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-08-04,2020,08,6.937967673,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-08-06,2020,08,11.89729264,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-08-08,2020,08,16.87080718,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-08-09,2020,08,16.69227248,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-08-15,2020,08,3.062703447,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-08-26,2020,08,12.79927046,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-08-30,2020,08,0.918579361,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-09-03,2020,09,8.349351091,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-09-06,2020,09,2.49051813,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-09-08,2020,09,1.266626755,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-09-11,2020,09,1.032143482,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-09-13,2020,09,3.757002003,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-09-15,2020,09,5.545835928,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-09-18,2020,09,1.589720797,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-09-24,2020,09,1.509220293,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-09-28,2020,09,1.30467424,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-10-02,2020,10,0,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-10-05,2020,10,0,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-10-15,2020,10,0,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-10-16,2020,10,0,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-10-30,2020,10,0,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-11-03,2020,11,1.65290534,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-11-05,2020,11,0,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-11-15,2020,11,0,NRSC VIC MODEL
Uttarakhand,Chamoli,2020-11-19,2020,11,0,NRSC VIC MODEL
